,11DC_corr,11DC_pval,11DC_qval,11DC_ci_low,11DC_ci_high,19Lymph_corr,19Lymph_pval,19Lymph_qval,19Lymph_ci_low,19Lymph_ci_high,7MEP_corr,7MEP_pval,7MEP_qval,7MEP_ci_low,7MEP_ci_high,15Mo_corr,15Mo_pval,15Mo_qval,15Mo_ci_low,15Mo_ci_high,3Ery_corr,3Ery_pval,3Ery_qval,3Ery_ci_low,3Ery_ci_high,gene
Tnfrsf1a,0.20949490402821352,1.1946533299180404e-28,2.030910660860669e-27,0.17334251146766408,0.24508347418874488,-0.011478905787929525,0.5488644029899845,0.6175604408501777,-0.04897253279032798,0.026047026729089467,-0.081871181217096,1.827718586236392e-05,3.0006930737877205e-05,-0.11902034116388607,-0.04449312029385143,0.5215485492528241,1.8700266583652743e-200,1.2906923996037124e-198,0.493693311077757,0.5483346881409634,-0.4044147633716637,4.0913265040943286e-111,7.130892810924003e-110,-0.43532494474961186,-0.3725522253696509,Tnfrsf1a
Rasa4,0.2078758456051906,3.200861657204268e-28,5.3106603745249654e-27,0.17170011641862234,0.24349171495291966,-0.01528196710798662,0.42481424188546435,0.499160350271276,-0.05276643212427601,0.022245502149336304,-0.051116322870021956,0.007547754088017568,0.010566855723224595,-0.08846140395479239,-0.013627739678087742,0.25709178123994636,6.386566331921108e-43,4.865351084207449e-42,0.22171544987328123,0.2917922412151495,-0.2188118440489654,3.4866815183857175e-31,8.815046095200814e-31,-0.25423959255480955,-0.18279765265050826,Rasa4
Mapkapk2,0.20729019604774715,4.562365411033106e-28,7.533360303098205e-27,0.17110607500460692,0.24291589286632162,-0.02590774942673735,0.17598431757227206,0.23304753643204562,-0.06336088353978934,0.011618258553590064,-0.1418282779722546,8.875787908370529e-14,1.9460193184108447e-13,-0.17839382325261474,-0.10487154656981901,0.5228893882706548,1.0125496848436879e-201,7.434699919990568e-200,0.49508630856299674,0.5496226799608813,-0.36844130458503344,1.2114071190548303e-90,1.5599126745739626e-89,-0.40042140749086946,-0.33556475491577537,Mapkapk2
Gnai2,0.2044480222881354,2.5083581008392403e-27,4.0450204700916906e-26,0.1682235489176603,0.24012105548112347,-0.017753493492290315,0.3538242483794436,0.4282874363933567,-0.05523142435094358,0.019774392535408778,-0.16401274246231382,5.4794069054438485e-18,1.3623510973117234e-17,-0.20029506461380434,-0.12728117376652462,0.3680562117470214,1.9393654302332812e-90,3.4146684182321705e-89,0.3351693547949739,0.4000472653764664,-0.23988306386297603,2.2385606023327146e-37,6.6827617981403104e-37,-0.27492370154969614,-0.2042060275740979,Gnai2
Gsn,0.20400991009117694,3.25453536084657e-27,5.223907688503029e-26,0.16777927163643733,0.2396901874252014,-0.02533729280317678,0.18569772197733247,0.24442665979494457,-0.06279232330061114,0.012189009050925929,-0.07520369081056898,8.332945367978635e-05,0.0001325818094278205,-0.11240129514842989,-0.037795605536573185,-0.05804414796652933,0.002409218539425384,0.003223812787730516,-0.09535123566462944,-0.020574232617237228,0.03747939664312158,0.05021628661264336,0.056137481405970927,-3.536902761333918e-05,0.07488881674195433,Gsn
Tnni2,0.20395359032685947,3.365183142275935e-27,5.376503251849191e-26,0.16772216041184004,0.23963479788294104,-0.007749938860507127,0.6856868510083616,0.737856352612989,-0.045251498527529646,0.029773433311735757,-0.025665992168875183,0.18005356469645162,0.21360084282140065,-0.06311993293047384,0.011860143339528789,0.04922399871003018,0.010094067833277678,0.012920856117448542,0.011730945418383603,0.08657883606582686,-0.07555150152960036,7.7214956817187e-05,0.00010252743977534142,-0.11274666038675908,-0.03814489941466895,Tnni2
Pstpip1,0.20357749597624908,4.2058725790604764e-27,6.688694133796177e-26,0.16734078705076808,0.23926490945127374,-0.00675329565232201,0.7243380342848615,0.772463089096742,-0.04425679922302523,0.03076921560679009,-0.0834025204129801,1.2684524494902893e-05,2.0954664448018138e-05,-0.12054008789159139,-0.046031829867761005,0.4188191685690527,4.041949864039531e-120,1.0812999209922808e-118,0.3873910958683512,0.44927492976522887,-0.32509176491489883,1.86960803142608e-69,1.5852622399143495e-68,-0.35823751456622654,-0.29112756070708046,Pstpip1
Serpinf1,0.20235759915652055,8.642500857393538e-27,1.3556941117665957e-25,0.16610384190306055,0.23806507081111705,-0.003052856900745697,0.8733357960988031,0.8985932714182974,-0.04056292728882032,0.03446580630756119,-0.01813474869442007,0.34358128068531113,0.38697748030189577,-0.05561163093352956,0.019393160800546445,0.26400983902163605,2.811854461385042e-45,2.2619370037854967e-44,0.22876082845772047,0.2985674668994073,-0.24370808691713347,1.432279326733652e-38,4.4014211545483817e-38,-0.2786749779541978,-0.20809591695832358,Serpinf1
Rac2,0.20228413994679703,9.02419878300821e-27,1.4091633484235895e-25,0.16602935972630567,0.23799281597679708,0.11557075578273422,1.3421252886834448e-09,4.554252085788169e-09,0.0783959335708702,0.1524246189247658,0.015601273931409242,0.4152009247332309,0.4571979550907402,-0.02192627496177105,0.05308492047016776,0.4835389942041072,4.273423174624195e-167,2.106797625089728e-165,0.4542645592406821,0.5117702851890152,-0.45870438526503,1.0036032368613814e-147,2.70580841438174e-146,-0.4878245362348085,-0.428564477442591,Rac2
AK217941,0.2015754411332051,1.3680481429387678e-26,2.1076491702150392e-25,0.16531081306832032,0.2372957160922455,0.009995845408297071,0.6016652575179868,0.6664795498304307,-0.027529193740740754,0.047492751980299334,-0.07075458984545321,0.0002147197257078888,0.0003334823462726932,-0.10798268321025849,-0.033328338591511374,0.0686936380488739,0.0003270339392118652,0.00046810208387397214,0.03125947848172193,0.10593535621247153,-0.0694949654683965,0.0002780518164320685,0.00035684522815435793,-0.10673142363426305,-0.032063842655138584,AK217941
Pycard,0.20131833775262953,1.59030988011211e-26,2.4391819538963964e-25,0.16505014658080844,0.23704281150356757,-0.00879115823969423,0.6461680027499528,0.7056727143955971,-0.04629060763980098,0.028733033792616505,-0.17761518895549638,6.943131155395596e-21,1.8866728832496226e-20,-0.21370594301284374,-0.14104025006200363,0.2541325841124539,6.175329895286069e-42,4.563396888358078e-41,0.2187029187478243,0.28889307674624765,-0.14724578084985693,9.514567225348737e-15,1.7083648020124086e-14,-0.18374550798485437,-0.11034057339744467,Pycard
Pik3cd,0.20000185597828343,3.42631183440953e-26,5.208899621386472e-25,0.16371549952834544,0.2357477535035757,0.030715529512147493,0.10860592890475128,0.15118961704328224,-0.006807030063022906,0.06815171529704786,-0.028746353276210126,0.13320871930638478,0.16101691429994183,-0.06618968950944867,0.008777828774191133,0.2877450358029166,6.179476002048287e-54,6.127980368697884e-53,0.25296095067760954,0.3217861751168732,-0.26376813850527575,3.4085233970676523e-45,1.312814089651838e-44,-0.2983308153034128,-0.22851461738777668,Pik3cd
Ccl6,0.19725257581041455,1.6721176220893888e-25,2.4348008075234096e-24,0.16092871211856097,0.23304280428138946,-0.013105617164647544,0.493707781080169,0.5680619024176135,-0.05059545767139743,0.0244211054983299,-0.034345462959013195,0.07277337866075681,0.0909601339218659,-0.0717677090568806,0.003173341706611383,0.0930645648560979,1.0936138664167113e-06,1.8683472539624113e-06,0.05574446906247436,0.1301249766741395,-0.10101477167281969,1.2025123671610475e-07,1.7772463293673554e-07,-0.13800650637332512,-0.06374160713149805,Ccl6
Fut7,0.19645494569945077,2.636665072518356e-25,3.8071678515735765e-24,0.16012030866490956,0.23225793195027328,0.041340976216278254,0.03076606953733283,0.04646551683734599,0.003832203620774753,0.07873358463600975,0.08748423229473627,4.645418109329166e-06,7.778426926392505e-06,0.050134053616817165,0.12459005040260752,0.20722564920676256,4.743787823422933e-28,2.400412284256971e-27,0.1710406048721675,0.24285242761516537,-0.2678548783822314,1.279998677223638e-46,5.271211736394719e-46,-0.3023316151858862,-0.23267822955564701,Fut7
Twf2,0.1957246288483368,3.9938006580571073e-25,5.742752529564616e-24,0.15938017039181931,0.23153925533759356,0.01529076131615848,0.4245477478948406,0.49901712465432385,-0.022236710236935363,0.052775203892420235,-0.04240373309919428,0.02671338186972652,0.03521309428282132,-0.07979151956306389,-0.00489680682235299,0.34800213493232546,3.325114459395022e-80,4.821415966122782e-79,0.31459451367613006,0.38054871087159065,-0.29711318917432894,1.3232347502806277e-57,7.636259403375328e-57,-0.3309392179075298,-0.2625246031477468,Twf2
Tep1,0.19563193505908558,4.2094201680844995e-25,6.027680083012286e-24,0.15928623296299035,0.23144803616308718,-0.0034809397687934366,0.8557571109635622,0.8847267195731735,-0.040990302930826734,0.03403822110309018,-0.02278301869718815,0.23406574140777814,0.27224835645373857,-0.06024624226667567,0.014744299173685398,0.1318681076377202,4.3113581740461595e-12,1.0552125573498792e-11,0.09482247798337369,0.16854901252384133,-0.1388165914055743,2.959935343087002e-13,5.133033602509168e-13,-0.17541779026068774,-0.10183218336131503,Tep1
Rogdi,0.19496711544344297,6.132837784080486e-25,8.67394393150072e-24,0.1586125129865203,0.2307937743415079,-0.016586196787925823,0.3863684277263211,0.46229606291407854,-0.054067270642315333,0.02094154953919188,-0.05322342900078671,0.005402623554669628,0.007656859912593383,-0.09055733257314327,-0.015740140798106147,0.2694235846556176,3.573763664221012e-47,3.036206737446868e-46,0.23427678601123325,0.30386701059600757,-0.22328322338541884,1.914651091952529e-32,5.043863296433724e-32,-0.25863153639209907,-0.1873377244144444,Rogdi
Il6st,0.1922899273544901,2.7523825016432723e-24,3.8611674850288344e-23,0.1558998263028982,0.22815877389113068,-0.013819943588888033,0.47045872342363804,0.5453654869113117,-0.05130805880211295,0.02370706330876848,-0.023890315856115212,0.21210207343329612,0.24879818335088544,-0.061350047527735874,0.013636621748980131,0.17581390974904998,1.7347747241761093e-20,6.486140382591281e-20,0.1392174174433046,0.21193081293758295,-0.1681469250077107,7.654915816318552e-19,1.4790473524073722e-18,-0.20437246269767415,-0.131461465907237,Il6st
Scpep1,0.19189605098300117,3.426220907016602e-24,4.767696915368666e-23,0.15550077357963976,0.2277710599541148,-0.0413191883451232,0.030854392244428368,0.04657852477494414,-0.0787118947400161,-0.003810378787121466,-0.08161764754770516,1.9404805445734745e-05,3.182793897016663e-05,-0.11876870998611057,-0.04423838347033556,0.0421555346455829,0.02761615883440711,0.03395203567422121,0.004648169565998629,0.07954445477715426,-0.027974957395723664,0.14394609855492255,0.15567470577030326,-0.06542101577436164,0.009549780778208863,Scpep1
Cyth4,0.1918503393873126,3.514304135396494e-24,4.8706279402623696e-23,0.15545446200812785,0.2277260628073023,0.031037173697094293,0.10495262356258221,0.1465175986709026,-0.006485093166889141,0.06847216402208799,-0.013749195059329858,0.47273407863642936,0.5139903293554876,-0.051237482852710854,0.023777785395399913,0.2902871783455644,6.451109115395592e-55,6.547875752126526e-54,0.25555547198179307,0.324270574423886,-0.2718226806390188,4.991507793496091e-48,2.1640318335873127e-47,-0.30621481671942513,-0.23672190092857062,Cyth4
Slc44a2,0.19113400525814264,5.2266318187616075e-24,7.214842562618522e-23,0.15472874671623268,0.2270209045995047,0.0020263897765413924,0.9157254790634486,0.9333043792817369,-0.03549102417198875,0.0395381000533004,-0.08792660598371971,4.154981121162662e-06,6.980934687990432e-06,-0.12502890886160462,-0.05057872607728479,0.29769670345270804,7.731132266590842e-58,8.363679452039184e-57,0.2631205193843134,0.3315091230978798,-0.2294313661220889,3.1782630756009245e-34,8.732632065206044e-34,-0.264668070081276,-0.19358282774817567,Slc44a2
Elane,0.19012012462111877,9.141461027270076e-24,1.246924189925258e-22,0.1537016553765141,0.22602277774602852,-0.07092563464474577,0.00020724726172079643,0.0004036175509020702,-0.10815258305551631,-0.033500054141671086,-0.19586343761863437,3.6912008130058526e-25,1.1465647169831861e-24,-0.23167585469747148,-0.15952084274071857,0.7857920230638357,0.0,0.0,0.7710055996493049,0.7997316383475899,-0.5229318147387239,9.230786702212463e-202,3.619936921515365e-200,-0.5496634321779437,-0.495130387748323,Elane
Lmo1,0.1893465841937689,1.3973873631366467e-23,1.8837436680408468e-22,0.1529180887622018,0.22526120596754542,-0.02440697873253497,0.20237921385698987,0.2628568562365345,-0.06186504974247121,0.013119749925219144,-0.07359703206124442,0.0001179977081767287,0.00018602562399172714,-0.11080581627343007,-0.036182214191688426,0.2976521208359868,8.055554434466133e-58,8.68741198541957e-57,0.263074988281886,0.331465581135686,-0.23015081432667106,1.9513251033472334e-34,5.413201713546063e-34,-0.2653742774976368,-0.19431381208271317,Lmo1
Ifngr2,0.1887917208658042,1.8924183266743672e-23,2.53129288579583e-22,0.1523560618239413,0.22471490076226888,-0.051535239648817,0.007068666486592379,0.011599604396210317,-0.08887812485553737,-0.014047682512252415,-0.11938504274760617,3.7463913353630244e-10,7.234916898901957e-10,-0.1562001855475241,-0.08223864871099983,0.24711476795573042,1.1864988627010878e-39,8.222103564621393e-39,0.2115613185939003,0.28201507992747055,-0.15975073347267868,3.9502688641562684e-17,7.396840938797224e-17,-0.19609027970300796,-0.12297299510808196,Ifngr2
Camk1d,0.18774079067123514,3.352121481643835e-23,4.449296628135721e-22,0.15129162808667898,0.2236801180493564,-0.004679484312775558,0.8069460842316393,0.8431035230649069,-0.042186794381930626,0.03284099684947274,-0.022500746648163667,0.2399136019369249,0.2783933558454364,-0.0599648457159369,0.015026653427881578,-0.05102902968681002,0.0076511744086785625,0.009859672473618268,-0.0883745666991192,-0.013540234352133864,0.0024650467891323877,0.8975739123868527,0.9041236344562255,-0.03505291068822346,0.039976065922105196,Camk1d
Rab32,0.18642925832413287,6.809269459626337e-23,8.86746751138509e-22,0.14996336224501702,0.22238862366446357,-0.02282719903369218,0.23315966651016906,0.29757174893734967,-0.060290285034005076,0.01470010542899771,-0.06818922101615583,0.00036188787520489334,0.0005565396868681315,-0.10543422574251775,-0.03075317474876099,0.3530139961795462,1.091818395657212e-82,1.6311105123000166e-81,0.31973358234385413,0.3854244513981675,-0.2748176994073745,4.151253578478483e-49,1.8702318667531653e-48,-0.309145218438551,-0.23977499361935786,Rab32
Rin3,0.1856403327155963,1.0402115530851667e-22,1.3444831721711275e-21,0.14916443434368568,0.221611690691884,0.008219480226731243,0.6677510801097755,0.7230652580667823,-0.029304271729272514,0.04572009830825665,0.0567496350451651,0.00301022000303136,0.004359324058103744,0.019275956583422148,0.09406409356903297,0.4331443645694455,1.4411591858930798e-129,4.324730739580016e-128,0.40216453591489965,0.4631334911240419,-0.41163732001409664,1.4355565933260852e-115,2.6634977438539356e-114,-0.4423215050747265,-0.3799905925082233,Rin3
Tmem50b,0.18378799769536078,2.7918657601267397e-22,3.5552504568994016e-21,0.14728880188807816,0.2197873339207191,-0.039460410206171546,0.03923437883958765,0.05859726804422762,-0.07686134475663262,-0.0019485788363538393,-0.08058467692089727,2.4720998054838746e-05,4.039401718146236e-05,-0.11774344133800041,-0.043200561082853216,0.27994621139328424,5.438374208007363e-51,5.045115427912208e-50,0.24500455846265648,0.3141615702902488,-0.20762801090501518,3.7193108115621714e-28,8.696030901558979e-28,-0.24324804209805378,-0.17144872724862334,Tmem50b
Rgs19,0.18298250126975954,4.274737772015429e-22,5.403706978470786e-21,0.1464732563517914,0.2189939254038611,0.009176825437565548,0.631772475803074,0.6919077130242409,-0.028347649635229698,0.046675472600196624,-0.013929375853114174,0.4669511872969936,0.5086643141925268,-0.05141722338565211,0.02359767120606788,0.36482362403396745,9.802814472332976e-89,1.6664784602966058e-87,0.3318507012881401,0.39690618092084545,-0.32056826304832875,1.9080517157174852e-67,1.5102491905828076e-66,-0.3538278357668794,-0.28649899181242516,Rgs19
Cytip,0.181985040111119,7.224545174397463e-22,9.06614741703478e-21,0.1454634199700166,0.21801136692407125,0.056026134461267446,0.003402840836286418,0.005793391083386496,0.018550407851470427,0.09334465817769032,-0.011915558629327277,0.5337655989374006,0.5741973447421975,-0.04940818867519227,0.025610605477483478,0.09634339363681267,4.493377389778963e-07,7.87172397933965e-07,0.05904207316845643,0.13337604918397616,-0.12901787620010377,1.2426648683274966e-11,2.0727097441267233e-11,-0.16573044535387135,-0.09194819586955835,Cytip
Myadm,0.18152667063166678,9.18527483236028e-22,1.1443459727969431e-20,0.14499938914618432,0.217559821271499,0.037131089253982306,0.05239150490053526,0.07690475687441395,-0.00038416180978201076,0.07454197104195151,-0.033847671963033274,0.07702344593723626,0.09606357496545079,-0.07127188787280711,0.003671706258290703,0.04006138348559627,0.03633548389789967,0.044246208515050026,0.002550500670315353,0.07745968592894845,-0.06938564659486536,0.00028430353068795156,0.00036432658165767574,-0.10662282515337684,-0.031954106644706735,Myadm
Calr,0.18099396444845953,1.2132000955733102e-21,1.4952691177941048e-20,0.1444601236699207,0.21703502619919243,-0.10705830412738097,1.998105360304198e-08,5.923936081108064e-08,-0.1439946996467901,-0.06982401973448313,-0.2626019989173857,8.600189057760471e-45,4.988109653501073e-44,-0.29718897567554864,-0.22732677896230863,0.6324793352110596,0.0,0.0,0.6094246091953054,0.6544653664509406,-0.35841263168041537,2.0330424053102184e-85,2.3003374887624796e-84,-0.3906744375576164,-0.32527143348765775,Calr
Ptms,0.18089649991700932,1.2764400545518436e-21,1.5676137467111787e-20,0.14436146139115996,0.2169390068390156,0.09801384509810794,2.8239093308043893e-07,7.467671341460496e-07,0.06072240309910043,0.13503205336974677,0.020915655929913946,0.2746620662566437,0.31438102509176696,-0.01661209460610561,0.05838456072349248,-0.03145718752584926,0.10032954915208497,0.11689307026463377,-0.06889060515003763,0.0060646853954533595,-0.06003380953179591,0.0016965212680832829,0.0020827801124707964,-0.097329325105478,-0.022569924475944077,Ptms
Itm2c,0.18044762305008621,1.6123951166552797e-21,1.96621044084006e-20,0.14390707762688829,0.21649677676446852,0.021439802161507426,0.2628106093922664,0.3310070850411356,-0.01608785336993451,0.05890713861434312,-0.041914244630753876,0.028518892209831573,0.03749283695852524,-0.07930426247148978,-0.0044064574078463105,0.2557898002527568,1.7396824774693377e-42,1.3108393514730753e-41,0.2203899199105821,0.2905167518122145,-0.22476384244926176,7.218316708536632e-33,1.91471260270253e-32,-0.26008552976443056,-0.1888414283114997,Itm2c
Eif4e3,0.18028026517287232,1.758873889630547e-21,2.137279504617964e-20,0.14373767051801226,0.21633189327091856,0.0015208932319023918,0.9366968523568825,0.9499091500098741,-0.035995876485278695,0.03903338208889201,0.0529622592223447,0.0056346827227380285,0.00796938117875776,0.015478296553396149,0.09029756616973278,0.18933338015573273,1.4075237097309767e-23,6.033992946933665e-23,0.1529047139785902,0.22524820584877445,-0.22111712114193627,7.874260982209416e-32,2.0416284485052366e-31,-0.25650409814185504,-0.18513815321014462,Eif4e3
BC005764,0.17969268030086194,2.3851909600488126e-21,2.858088195530713e-20,0.14314290785872077,0.2157529795468454,-0.026571320068078347,0.16516772725036755,0.22067124535076207,-0.06402221766845102,0.010954315304336857,-0.07684464290525227,5.7999144738694505e-05,9.331237691992296e-05,-0.11403063077923048,-0.03944363527140599,0.478441494345694,5.675824850168498e-163,2.5772725734120375e-161,0.4489854369615906,0.506858805966689,-0.36271208225647245,1.2383416748532671e-87,1.5047595492671214e-86,-0.39485400368513823,-0.32968338151729765,BC005764
Slc35c2,0.1794912361623133,2.6470980999088754e-21,3.1609465545970693e-20,0.1429390090063779,0.2155545023381121,-0.06229112833524068,0.0011255577556012202,0.0020136339111352054,-0.09957315833569416,-0.024834446372666998,-0.14467031067049893,2.7802409672674686e-14,6.18209508894332e-14,-0.18120159741326194,-0.10774033011808662,0.3261420806965075,6.310414326193607e-70,8.156269602881699e-69,0.2922024995980494,0.35926119016497815,-0.20083947798308355,2.1038285826131218e-26,4.70532238405566e-26,-0.23657175915318104,-0.16456466396517666,Slc35c2
Arhgdia,0.17943647374682684,2.723083754945377e-21,3.2404696683849984e-20,0.14288357981543598,0.21550054596480947,-0.12435385423203288,6.681810119993769e-11,2.6143907850451806e-10,-0.16111694359702985,-0.08724615026469162,-0.2440632565315881,1.1067730704344999e-38,5.175438842912546e-38,-0.2790232457516214,-0.20845716685184745,0.22252805758803157,3.1401746399894304e-32,1.8213012911938696e-31,0.18657084943986432,0.2578898889124382,-0.05216027106954695,0.0064044989500761035,0.007574340602026262,-0.08949985568394546,-0.014674269412609528,Arhgdia
Sdf2l1,0.1788157998308779,3.750476108814823e-21,4.4324976203835453e-20,0.14225536473279948,0.2148889922899901,-0.01887851066284674,0.32414984048450657,0.3975270431812481,-0.056353315947556826,0.018649413202074798,-0.175121807024552,2.4598031946600323e-20,6.519800940684924e-20,-0.21124869407127125,-0.13851709923067768,0.4676571910535579,1.6734391929341986e-154,7.218798318519899e-153,0.4378236651757092,0.49646196503421475,-0.30244333932944856,9.29685528642077e-60,5.791236027696403e-59,-0.33614413834211093,-0.2679690202480948,Sdf2l1
Asah1,0.17773080976312225,6.544571072035551e-21,7.656038904947352e-20,0.14115726281410426,0.21381987721616555,-0.016237414422129805,0.396436052484186,0.4714955365791879,-0.053719407616150405,0.02129027031635037,-0.04378470586917309,0.022141588040315446,0.02943398317686002,-0.08116610074273982,-0.006280305775215583,0.1189614024680045,4.3255769465965263e-10,9.26027670142966e-10,0.0818117964760162,0.15578089891135194,-0.10957604676163916,9.18100010832455e-09,1.4031723371934466e-08,-0.14648858996560052,-0.07235877707814346,Asah1
Ncf2,0.17697255579315116,9.63676277107473e-21,1.112256465651468e-19,0.1403898989430668,0.2130726662880024,0.00037866530629005417,0.9842235289230749,0.9862239832501543,-0.03713657817902535,0.03789284295955767,-0.014672867639137107,0.4435084059695764,0.4855797934647869,-0.0521588728087042,0.022854428486721604,0.3706716785141265,7.828544715980807e-92,1.3854516828128086e-90,0.33785505425111984,0.40258814750968036,-0.320812378956586,1.4897550058950794e-67,1.1845955127520551e-66,-0.3540658468341262,-0.28674873719288335,Ncf2
Rps6ka1,0.17658525945346573,1.1734693618540432e-20,1.3440605472034443e-19,0.13999796646001114,0.21269099415216264,-0.03542376173072423,0.06422316583625486,0.09269516741987265,-0.07284167746615683,0.0020937366025824645,-0.17761581810634214,6.940898781472679e-21,1.8866728832496226e-20,-0.2137065629886857,-0.1410408867843527,0.47963365525832,6.262112540459331e-164,2.920344645557453e-162,0.45021989001871676,0.5080076272309618,-0.3054538008176274,5.3806279100318214e-61,3.457829966018588e-60,-0.33908296084761386,-0.2710449928571514,Rps6ka1
Mir1903,0.17646537658570963,1.2471233379692858e-20,1.4204035113306948e-19,0.13987665085416684,0.21257284995518205,-0.015420987577757525,0.42061289761263465,0.49523545194855073,-0.052905097180892424,0.022106517292150303,-0.04503794758868435,0.018597374922073636,0.024962870811387056,-0.08241341898624213,-0.007535964306184108,0.14383863948859918,3.9143962967674825e-14,1.0755240143427215e-13,0.1069007671106347,0.18038001302788026,-0.12767123407307604,2.032598972131327e-11,3.3578262579345184e-11,-0.1643985549021403,-0.0905904054157293,Mir1903
Lbp,0.17518002169685734,2.3887379934250762e-20,2.685190493586299e-19,0.13857600352033556,0.21130607032915574,-0.03461046479275151,0.070590254099802,0.10112368904043866,-0.0720316547067038,0.0029080269353850712,-0.10436725218667663,4.499128086646606e-08,8.13331117182684e-08,-0.14132862306455873,-0.06711531335699954,0.6023560156058325,6.28890899258661e-290,1.033477377781733e-287,0.5779002354299283,0.625730954742403,-0.43865094054605525,2.4610107621533216e-133,5.5509464968569366e-132,-0.468456794515762,-0.4078477116650132,Lbp
Nfatc2,0.17490323279863937,2.745766210137448e-20,3.076506230904004e-19,0.13829593806231757,0.21103326555422386,0.05249064932267967,0.006076595457015952,0.010086739260299207,0.015005481753317814,0.08982847755879281,-0.008637849207805606,0.6519278366918841,0.6863340342964284,-0.04613761441806889,0.028886227212706523,-0.008175152067293167,0.6694364639974109,0.6927212105712338,-0.04567585974689434,0.029348564741086096,-0.04859036763214779,0.011103576508853267,0.012971713788778818,-0.08594841217989335,-0.0110958778548353,Nfatc2
Gramd3,0.1744639251562288,3.4234997277291036e-20,3.823461993654737e-19,0.13785144202266222,0.21060026978780563,-0.012888911616147329,0.5008804452834831,0.574804159223573,-0.05037926797898683,0.024637717248810045,-0.03579550504842958,0.061474819489186996,0.07754005923142702,-0.07321190777830913,0.0017215226532477255,0.06794839873187615,0.0003797252124820443,0.000541277037701584,0.030511458478171542,0.10519496587996702,-0.07513600648277602,8.45713033429358e-05,0.00011203668630958597,-0.11233408566908057,-0.03772763364698462,Gramd3
Cxcr4,0.17431746398678966,3.6842965261426776e-20,4.075162599909737e-19,0.1377032543667303,0.21045590978874756,0.012224654658279372,0.5232057492181283,0.5943327980749706,-0.025301664738545004,0.049716570358883445,-0.07560291643186857,7.634788615958108e-05,0.00012175441549755743,-0.11279771302491425,-0.03819653433951506,0.29291060015590886,6.10579958696246e-56,6.2898848879425226e-55,0.2582334718647365,0.3268339153576591,-0.23062366606141727,1.4147377877107892e-34,3.937306536604785e-34,-0.2658384062445834,-0.19479426752588025,Cxcr4
Calm1,0.1739970975885999,4.3251248399616297e-20,4.768691956136608e-19,0.13737911719854734,0.21014013395680614,-0.07060158849489323,0.00022161742695727958,0.00043038927429914,-0.10783070419035151,-0.03317473911954325,-0.27959257926128783,7.356083384632625e-51,5.212698924100039e-50,-0.3138157333808209,-0.24464389303944212,0.20452505108070268,2.3959450237117466e-27,1.1828907406050412e-26,0.1683016631752509,0.24019680915751793,-0.031039103183959416,0.10493100588408587,0.11488480371382626,-0.06847408631429208,0.006483161900630868,Calm1
Pou2f2,0.17382146066668447,4.721962140961236e-20,5.189646926260263e-19,0.13720141632686556,0.20996701055570072,0.02326125759903589,0.22438974713066218,0.2876556528038318,-0.014265907335657742,0.06072298426701137,-0.012676875421159738,0.5079516172474143,0.5488231155669464,-0.0501677331242589,0.02484965825628068,0.2782725804243117,2.262100070690773e-50,2.059764470700226e-49,0.24329772652954243,0.3125247514739591,-0.2565475279389848,9.716430483321482e-43,3.4320779527064934e-42,-0.2912590769217829,-0.22116133674009245,Pou2f2
Zyx,0.17312513637667745,6.681369848629845e-20,7.22802738169956e-19,0.13649693256641182,0.20928062897968994,0.1836367080918768,3.0248983329703146e-22,4.442095381736406e-21,0.147135621059438,0.21963831831950043,0.24320487471307164,2.0622695037680732e-38,9.540069782176436e-38,0.20758410671331545,0.27818152865205004,0.13398633528148804,1.9336730725616952e-12,4.7938978257258695e-12,0.09695897970667362,0.1706433195205879,-0.32676324779296795,3.312504750857736e-70,2.8578634738025115e-69,-0.35986656449220356,-0.2928382694021416,Zyx
Lbh,0.17260484073934457,8.651328692232797e-20,9.30085212364342e-19,0.13597056432956528,0.20876773931142054,0.0653284536880233,0.0006346374946141148,0.0011705686765971727,0.0278820705228737,0.10259174001019514,-0.009518821692909829,0.619122477531223,0.6559998986675623,-0.04701674814615556,0.028005895038016537,0.15289298558709993,8.465617960271226e-16,2.549288619624433e-15,0.11604386673744978,0.18932180148075411,-0.17315740233152266,6.574982735189305e-20,1.289952553674718e-19,-0.20931243500084173,-0.13652957579250327,Lbh
Ece1,0.17255488301942615,8.868269283628805e-20,9.504471210497827e-19,0.13592002461935562,0.20871849165070966,-0.030061829453015988,0.11634010275801716,0.1607888244364907,-0.06750042105202922,0.00746130105212386,-0.043659578890172954,0.022525767209016934,0.029921640738382386,-0.08104155875021042,-0.006154943988663515,0.06600738311043457,0.0005565095612025956,0.0007810144350183642,0.028563397231337558,0.103266385846393,-0.06455676258837538,0.0007357642423020957,0.0009233172364307389,-0.10182487613095353,-0.027107696843297713,Ece1
Tmem176b,0.17201149554735373,1.1604304975258513e-19,1.2360017428894177e-18,0.13537031918546494,0.208182815608013,0.061881996153629736,0.001213641117925837,0.002161132867885482,0.02442398012867604,0.09916649850537364,0.16874953609583382,5.721027700883452e-19,1.4603007837092302e-18,0.13207090703878574,0.20496669176061427,0.35495116872906884,1.1617698709808054e-83,1.7818968110021154e-82,0.321720447608901,0.3873085260625,-0.4232677554043044,5.324735664581965e-123,1.0621770392180555e-121,-0.45358017622677926,-0.39197715439075903,Tmem176b
