,umap_1,umap_2,paul15_clusters,priming
W31613,0.053532135,5.8370705,6Ery,0.29613478868718746
W31614,-0.46755624,4.7205005,7MEP,0.5862062063100996
W31615,-2.7126877,6.2315354,12Baso,0.21940995038376934
W31617,-6.803853,10.3379345,15Mo,0.46741418653926126
W31618,7.6905723,7.3777757,2Ery,0.5975459487563948
W31620,-2.723529,6.4876857,13Baso,0.2693605809422694
W31621,-1.4109138,6.4345956,10GMP,0.12537102292665572
W31622,-5.5537415,8.85372,14Mo,0.3135403784831089
W31623,-5.6230397,8.382898,14Mo,0.30309383338557755
W31624,-6.4739804,10.067204,14Mo,0.38438641088304576
W31625,-7.486596,10.843519,15Mo,0.6013634600611857
W31626,3.339511,5.2456474,5Ery,0.26775549991583036
W31628,-6.7413282,11.226926,16Neu,0.5042525857583243
W31629,4.68513,5.6663284,5Ery,0.444255493903403
W31630,-6.2095485,8.713987,14Mo,0.3574827329931649
W31631,-6.036057,8.5252075,13Baso,0.3213053718886273
W31632,-8.341787,10.744394,15Mo,0.48575712732921555
W31634,7.9931855,6.911534,2Ery,0.6024824011152321
W31635,7.188834,7.061003,2Ery,0.5844605656841709
W31636,6.830683,7.1414394,2Ery,0.5869286007850248
W31638,-4.685909,7.869067,13Baso,0.24532120454726178
W31639,-4.741317,6.814408,13Baso,0.1884487596545602
W31640,4.421915,4.348568,5Ery,0.41841534287501037
W31641,4.1440353,5.444391,5Ery,0.3114535939236612
W31642,-2.4726517,6.0270333,9GMP,0.2988171261210407
W31644,-6.2710357,8.452117,14Mo,0.3257894688984585
W31645,-0.74438226,4.825478,7MEP,0.6665938858989674
W31646,-4.9303064,7.509936,14Mo,0.24167757942703733
W31647,-4.596702,2.6500995,11DC,0.48575712732921555
W31648,-6.049637,10.97302,16Neu,0.43512030414220637
W31649,8.968511,5.2973013,2Ery,0.6145552609267073
W31650,5.595618,6.239392,2Ery,0.5483547445166228
W31651,-0.87282467,4.8185954,10GMP,0.6026895156695613
W31652,-0.6143479,7.237248,8Mk,0.13870655757818845
W31653,6.820044,7.0223627,2Ery,0.5894511934061022
W31654,6.013875,5.7931957,5Ery,0.5679828305614055
W31655,-7.8054028,6.9080687,13Baso,0.38245802047627453
W31656,-5.8382387,7.6890335,13Baso,0.30531366867510645
W31657,-3.7933183,6.698844,12Baso,0.117666537752672
W31658,0.48048556,4.8341584,7MEP,0.6809203033675387
W31659,0.1768521,4.8799925,7MEP,0.5359499701176991
W31660,-4.6897197,7.7380915,13Baso,0.2619315792204342
W31661,0.41896778,4.1589923,6Ery,0.5009935372268157
W31662,5.61249,5.3750715,5Ery,0.551184928824246
W31663,-5.971048,11.547675,16Neu,0.4720589528154188
W31664,-5.7256694,8.714139,14Mo,0.3148988353714468
W31665,-5.7084856,7.4370527,13Baso,0.29621214150355674
W31666,7.321214,6.220465,2Ery,0.6014107715134132
W31667,-4.528649,8.022072,14Mo,0.21676040210251513
W31668,5.590132,5.9409375,5Ery,0.51959596207975
W31669,-0.6285805,4.6838384,7MEP,0.6585785202986677
W31670,-5.4551597,6.525617,10GMP,0.22506430591257126
W31671,-2.7566824,3.740059,19Lymph,0.48575712732921555
W31674,-3.2877152,7.6155806,14Mo,0.16144685515194102
W31676,7.779593,4.6872163,4Ery,0.6134669813087607
W31678,-7.4841933,9.380509,14Mo,0.4343715269584071
W31681,-1.7501423,7.2888126,12Baso,0.1640517618734059
W31682,-3.2473085,5.752721,9GMP,0.10163907496067472
W31683,-8.657224,9.978555,15Mo,0.48575712732921555
W31684,-2.2433412,7.17581,17Neu,0.29960405580533206
W31685,0.21918678,5.439801,7MEP,0.5668558679547406
W31686,-6.42364,11.040113,16Neu,0.45686015228814036
W31687,-7.9723344,6.774705,13Baso,0.37568597365671513
W31689,7.435952,3.016966,3Ery,0.6260033597157848
W31690,-6.79717,10.963474,15Mo,0.5254800976693516
W31691,6.8439713,5.2974095,3Ery,0.6021669734054459
W31692,1.5565238,5.2910457,7MEP,0.2907517914332447
W31693,-0.54474074,7.3995886,8Mk,0.15963041185906213
W31694,-2.9966266,3.7676973,19Lymph,0.48575712732921555
W31695,6.247897,5.522011,3Ery,0.5805336410407078
W31696,-5.589822,7.7429624,13Baso,0.2972224732981915
W31697,-2.9624557,6.3752747,9GMP,0.15035215070255273
W31698,6.081563,4.2830596,3Ery,0.5880536464486195
W31699,6.3631945,4.797993,3Ery,0.591804550705951
W31700,8.684403,6.2729254,2Ery,0.6084182628277529
W31701,-5.776949,11.079991,16Neu,0.44483146260000034
W31702,-7.0143127,7.777611,14Mo,0.3591527531899151
W31703,-6.107084,11.554751,16Neu,0.4709778062883914
W31704,2.260501,5.504329,6Ery,0.2422937623095642
W31705,-6.355024,7.6344614,14Mo,0.319629434796734
W31706,3.696375,5.02162,5Ery,0.2637187787944523
W31707,-5.675985,7.910177,14Mo,0.3008501732599346
W31708,-6.2356806,8.427018,14Mo,0.31954959907141756
W31709,-1.8412404,4.5503674,19Lymph,0.48575712732921555
W31711,-5.1650705,10.214824,15Mo,0.34301813440385165
W31712,-3.108485,7.357635,13Baso,0.18112212701754074
W31713,-6.1724257,10.031924,14Mo,0.3929143783018875
W31714,-5.249485,7.0442147,13Baso,0.23935950989238608
W31715,-2.300348,7.2189074,17Neu,0.2742415630969722
W31716,-4.968935,7.839912,14Mo,0.24958903094102516
W31717,7.476381,7.3811193,1Ery,0.599383442712568
W31718,6.1450305,6.560949,2Ery,0.5824365537679831
W31719,4.711609,4.915544,5Ery,0.47903502671914217
W31720,-0.27022758,3.9048276,6Ery,0.6011652093885957
W31721,-8.830488,8.810871,15Mo,0.5473787555055281
W31722,-4.226823,6.543926,10GMP,0.12108090882804069
W31723,1.0164475,4.7493134,6Ery,0.36070816392971256
W31724,-2.4273486,6.243139,10GMP,0.2865449520468848
W31725,0.0017851137,4.0126367,7MEP,0.5447212298514886
W31726,-5.220537,8.976962,14Mo,0.29257033671534377
W31727,-7.110147,6.987185,13Baso,0.2976952162055185
W31728,6.4754224,6.117132,2Ery,0.5909916485360973
W31729,-8.559631,9.314204,14Mo,0.5623364777318323
W31730,-6.5295553,8.765667,14Mo,0.3489235039484724
W31731,-0.54774183,4.1425486,6Ery,0.5058023717825183
W31732,-2.4829993,6.2003107,13Baso,0.32395125307559436
W31733,-5.4158664,8.264204,14Mo,0.2783651326321238
W31734,-3.706781,8.185308,14Mo,0.17484599478238444
W31735,6.5170727,6.364841,2Ery,0.584475995882278
W31736,3.9567988,5.115087,6Ery,0.2684598193905441
W31737,-5.162831,6.5388227,13Baso,0.2061149195488171
W31738,-2.6903832,5.9646463,10GMP,0.25587786334772994
W31739,-5.81906,10.34866,15Mo,0.41551358281238887
W31740,-6.1535335,11.370471,16Neu,0.47717152521742906
W31741,-3.8145728,6.4268446,10GMP,0.07453662708923894
W31742,7.857085,7.5858016,1Ery,0.5999472693659167
W31743,-6.4726877,8.298825,14Mo,0.34996820123209693
W31744,-1.9630752,7.2886577,12Baso,0.20069173699241874
W31745,-4.0635257,5.967174,10GMP,0.1337951409367815
W31746,-0.74768835,5.3590817,12Baso,0.46301976583019966
W31748,-5.8969584,11.241223,16Neu,0.4598931318255758
W31749,-3.727745,6.4718666,10GMP,0.09289405505644756
W31750,-6.789743,6.6501145,13Baso,0.3154139519864167
W31751,-5.7890472,11.425773,16Neu,0.4713463949980894
W31752,1.3977662,4.696874,6Ery,0.37470000542186965
W31755,1.7066275,4.7732897,5Ery,0.2634014741191788
W31756,-3.695052,6.6891108,10GMP,0.14286449384485123
W31758,-5.853429,7.1172156,13Baso,0.2870517498707736
W31759,-2.7697248,3.8527517,19Lymph,0.48575712732921555
W31760,-5.727839,10.017245,14Mo,0.36011238284224556
W31761,4.9841766,5.1782265,5Ery,0.40678148175303835
W31762,-6.116084,6.83123,13Baso,0.28696744657330264
W31764,-6.197165,7.6293206,13Baso,0.3252213280864839
W31765,-5.9072547,7.332702,13Baso,0.31817979219806974
W31766,-2.876608,3.8026204,19Lymph,0.48575712732921555
W31767,-5.4539843,9.181651,13Baso,0.21888623836183355
W31768,7.9008894,3.6269708,4Ery,0.6238811265447679
W31771,-1.028312,6.5927477,12Baso,0.22109612503058304
W31773,-2.2767797,6.3017316,10GMP,0.19709474251231993
W31774,-4.686768,2.8200655,11DC,0.48575712732921555
W31775,8.216684,7.1379223,1Ery,0.6039085786632737
W31776,-2.805183,3.937418,19Lymph,0.48575712732921555
W31777,7.578054,4.540724,3Ery,0.6115911509871851
W31778,0.79611486,5.175137,6Ery,0.4023109722505689
W31779,1.5865537,5.4636908,6Ery,0.23549014901128043
W31780,7.6600814,5.9996796,2Ery,0.604764745836699
W31781,8.54903,6.0318675,2Ery,0.6089355230026346
W31782,-5.43484,7.231903,13Baso,0.27128661070766646
W31783,4.646991,3.837954,3Ery,0.45931637234188605
W31785,-7.055949,11.175677,15Mo,0.5410061543810814
W31786,7.7352695,5.71977,2Ery,0.6066756349421268
W31787,-2.978406,7.4106336,10GMP,0.15934144711416637
W31788,3.0877948,5.515165,5Ery,0.22949519141675084
W31789,-4.260433,7.793816,13Baso,0.20489674842030753
W31791,-2.7342114,6.028229,9GMP,0.27073764331495015
W31792,-3.504112,5.9241853,9GMP,0.133665353497726
W31793,-2.4940119,6.9143534,12Baso,0.23307027069929298
W31794,-1.7911978,5.997951,17Neu,0.38263471603963656
W31795,1.1653538,5.1950383,6Ery,0.3036474737716726
W31796,0.05860778,4.4457684,7MEP,0.4969171730840899
W31797,3.8680766,4.782166,6Ery,0.34162615210669245
W31798,-6.7912245,7.4641166,14Mo,0.33927809677333326
W31799,-4.6549253,7.808684,14Mo,0.24230042084297201
W31800,-2.6595736,3.6775491,19Lymph,0.48575712732921555
W31801,-6.346606,7.2794275,13Baso,0.31656270550737886
W31802,-4.724703,7.3590693,13Baso,0.21263958929142782
W31803,6.0820956,6.3926406,2Ery,0.5840945771928471
W31804,-3.9976656,7.1751842,13Baso,0.28016963950245205
W31805,-0.81023496,4.6800485,7MEP,0.48575712732921555
W31806,5.8381467,4.7043214,3Ery,0.5712183828401407
W31807,-3.4859717,7.3243065,13Baso,0.1687512958331654
W31808,-6.9561605,9.949465,15Mo,0.43650745078766756
W31809,-3.685026,7.4809318,13Baso,0.21305808076588054
W31810,-4.5825496,2.5496888,11DC,0.48575712732921555
W31811,-1.9443691,6.5917263,17Neu,0.35471637489532776
W31812,-6.534882,8.4126425,13Baso,0.28376899438769265
W31813,-4.692785,8.230206,14Mo,0.25455322056764357
W31814,5.864424,6.75637,2Ery,0.5635163754906076
W31815,-4.58307,2.3665867,11DC,0.48575712732921555
W31816,-5.055176,6.9210396,13Baso,0.1851106889873695
W31817,-5.088987,7.9614677,13Baso,0.2593901778258653
W31818,6.773855,6.882511,2Ery,0.5927484661332313
W31819,7.4155555,7.4064364,2Ery,0.5953700950110632
W31820,-5.525427,10.996764,16Neu,0.434588260979204
W31821,-4.603782,8.59832,14Mo,0.2170928776177278
W31822,-2.64253,6.4790497,10GMP,0.2584630003447473
W31823,-6.018759,10.639489,16Neu,0.44575124479960926
W31824,-7.0379395,7.5461287,13Baso,0.3436105853844326
W31825,-4.931588,6.6303687,10GMP,0.2201362083480547
W31826,-6.40166,10.558847,16Neu,0.46520926718039657
W31827,4.613669,6.5132384,2Ery,0.4121830714691422
W31828,-5.3787675,8.248829,14Mo,0.2905740156411089
W31829,-1.1687673,5.1007366,12Baso,0.528930930269237
W31830,-2.6158621,5.514643,9GMP,0.3256186025172459
W31831,7.4335694,5.809954,2Ery,0.6043903063707388
W31832,8.305498,5.023232,2Ery,0.6142311926072099
W31834,6.447596,6.895919,2Ery,0.5814097374763267
W31835,3.8694484,6.059597,6Ery,0.334212138935661
W31836,-6.598828,6.450784,13Baso,0.30155808319549443
W31837,-3.3467143,7.4326205,14Mo,0.1778567529665419
W31838,7.032901,6.418425,2Ery,0.5989121723489956
W31839,6.1817923,5.393824,5Ery,0.5908702590482612
W31840,-7.3021016,10.937119,16Neu,0.5935537876169478
W31841,1.0673718,4.9896936,6Ery,0.36798171085254044
W31842,-3.247095,7.290405,13Baso,0.18368624120143368
W31845,-5.1444197,7.6167674,14Mo,0.27248850999569274
W31846,4.3779387,5.5489454,5Ery,0.3511678415514417
W31847,5.588774,6.476174,5Ery,0.5099424034255742
W31849,7.886807,6.8382273,2Ery,0.6022820303287028
W31850,5.7782083,4.930165,4Ery,0.5639623545939502
W31851,7.1926937,7.1159782,2Ery,0.5968854219335055
W31854,-2.9102652,6.687928,10GMP,0.22989317489596087
W31855,5.8840604,5.627713,5Ery,0.5523315556593833
W31856,-4.4779882,7.7953157,13Baso,0.20559811948040368
W31857,-5.4715714,7.662709,13Baso,0.27602164315875627
W31858,7.029447,6.4201593,2Ery,0.5987972660276686
W31859,-0.07898658,5.420951,12Baso,0.5063422912805985
W31860,-3.0531735,7.8016768,12Baso,0.1916563495221181
W31861,-5.2648087,9.873474,15Mo,0.293763892703455
W31864,-6.548299,7.8064027,13Baso,0.3333780290749839
W31865,-6.5789347,6.9871764,13Baso,0.3214191756528314
W31866,-4.339179,8.153519,13Baso,0.22917367121199736
W31868,-4.913073,7.624414,13Baso,0.23935679711260704
W31870,-4.395021,6.0497184,10GMP,0.1195482924222015
W31871,-5.173218,10.079034,14Mo,0.3412462110016845
W31872,-7.0246887,7.595495,13Baso,0.34766981624606086
W36865,-0.31704587,4.4220834,7MEP,0.48575712732921555
W36866,-5.195735,8.161657,13Baso,0.2488207771154037
W36867,-0.7401379,5.3482847,9GMP,0.6247512420953408
W36868,-7.176763,7.906358,14Mo,0.34632483900321287
W36869,9.404691,5.2576723,1Ery,0.6142297711589236
W36871,7.391104,2.8443432,3Ery,0.6273564384037662
W36873,-8.320103,6.92088,13Baso,0.41697661715563217
W36874,-5.19797,8.034777,13Baso,0.26196743545056767
W36875,-7.864139,11.213233,15Mo,0.48575712732921555
W36876,5.706852,6.885144,2Ery,0.5184279011766383
W36877,-7.8474317,8.382696,13Baso,0.3391923539666672
W36878,7.4225535,4.0758686,5Ery,0.6115485168748951
W36879,-7.393911,8.754498,14Mo,0.379054661708335
W36881,8.9253025,4.8392706,3Ery,0.6133525694408013
W36882,2.8957505,5.266265,6Ery,0.19551397777616394
W36883,8.315766,4.777311,2Ery,0.6114875417985158
W36884,-2.6110373,3.7573547,19Lymph,0.48575712732921555
W36885,-6.9132004,9.651104,15Mo,0.4152687335389645
W36886,-2.8434968,7.1242733,12Baso,0.195519101434521
W36887,-0.9877909,5.3472786,7MEP,0.48575712732921555
W36889,9.38075,5.819462,2Ery,0.6126741293367566
W36890,-0.37281448,6.6847177,8Mk,0.23836287846259713
W36891,-7.8952913,8.035354,14Mo,0.3721441725746491
W36892,-8.167539,7.974372,14Mo,0.3858904202628015
W36893,-0.9653443,6.823562,8Mk,0.19203180599385594
W36894,5.0746126,4.0054765,5Ery,0.48533983865701275
W36895,-4.8704963,9.172216,14Mo,0.24567023475433664
W36897,8.787072,6.018376,2Ery,0.6084094040012562
W36898,7.006013,3.2169776,3Ery,0.6135647494524233
W36899,-2.1975167,6.7890277,9GMP,0.08411634470696742
W36900,5.517488,5.195312,5Ery,0.5473365467278202
W36901,7.33391,5.0240088,3Ery,0.6040437354568728
W36902,5.870107,4.1165752,5Ery,0.5752506375810015
W36903,-7.3100553,7.985184,14Mo,0.35175776675276227
W36905,8.81154,4.712893,2Ery,0.6143765022534086
W36906,8.905146,5.1549773,2Ery,0.6124650904162423
W36907,-5.6137013,9.397087,14Mo,0.29214329624089436
W36908,-5.8091903,11.09127,16Neu,0.45249839809774617
W36909,-0.8159236,5.4860477,9GMP,0.6714454628175048
W36910,-7.370163,11.347171,16Neu,0.676255908983343
W36911,-8.086336,11.006884,15Mo,0.48575712732921555
W36912,-5.1691008,5.8855104,10GMP,0.14558828332022886
W36913,7.980389,4.729596,3Ery,0.6094540712263693
W36914,-6.6416593,7.7652054,14Mo,0.3207055670080516
W36915,-0.044877153,7.182089,8Mk,0.07194390678163115
W36916,-4.7556314,9.289474,14Mo,0.2582895719505472
W36917,-6.120902,9.30128,15Mo,0.3429268395994863
W36918,-5.086449,10.704952,16Neu,0.35199206102968333
W36919,5.433187,5.258136,5Ery,0.5444419313308102
W36920,-6.953974,8.745698,14Mo,0.3365289663507788
W36921,-4.956312,10.302744,16Neu,0.314257860447144
W36922,4.303886,5.501183,4Ery,0.40364154442773276
W36923,8.77515,5.4720373,2Ery,0.6105464883391278
W36924,-6.945785,7.174351,13Baso,0.38856162489694807
W36925,-7.9878287,7.5357075,14Mo,0.388019507983491
W36926,-5.9269524,7.69292,13Baso,0.28248297599172856
W36927,3.8365202,4.833439,5Ery,0.31815115588667897
W36928,-5.727532,6.8303223,13Baso,0.17331149691995623
W36929,-0.39220738,5.0608,7MEP,0.6634444987018117
W36930,-6.366048,11.090063,15Mo,0.4749997581178216
W36931,2.300768,5.310045,6Ery,0.2075805666817557
W36932,-6.429794,11.131744,16Neu,0.5107651084162944
W36933,-7.623962,9.965474,15Mo,0.5487955988029046
W36934,-2.3246913,7.3716726,12Baso,0.26939466774361864
W36935,2.4584675,5.3338265,6Ery,0.2196568148516108
W36936,-7.1500025,7.5864906,13Baso,0.48575712732921555
W36939,-6.177312,9.789951,14Mo,0.37388196495472936
W36940,-5.8403077,10.566894,16Neu,0.4429091528463714
W36941,-6.8050084,8.10211,14Mo,0.32917066051875815
W36942,-5.8179665,8.721752,14Mo,0.31937481109473026
W36943,7.12121,6.7381763,2Ery,0.5968885877722685
W36944,1.9953607,4.9145846,6Ery,0.262162356157707
W36945,0.31450805,4.081595,6Ery,0.5635228232569409
W36946,-6.240652,6.6120243,13Baso,0.27648773541327626
W36947,-5.8073072,9.045976,14Mo,0.3141885166841288
W36948,-7.0403857,10.8234005,16Neu,0.5255973872832677
W36949,8.247567,4.755536,2Ery,0.615367930931853
W36950,8.8360815,6.4228687,2Ery,0.6074849667427071
W36951,6.5787597,5.235752,5Ery,0.5932935456735776
W36952,7.030838,5.523618,2Ery,0.5958496677063377
W36953,4.553587,5.1149383,5Ery,0.44228694796680185
W36954,8.384013,6.8092337,1Ery,0.60612048229218
W36955,-6.069114,6.4995127,13Baso,0.24143891472513002
W36956,-5.372794,8.391281,14Mo,0.280438682631703
W36957,-6.4069524,8.84173,14Mo,0.3312638716569603
W36958,-6.8209796,11.458506,16Neu,0.5391114767038228
W36959,8.180371,7.0086083,1Ery,0.6049356033307199
W36960,6.1420226,3.9317603,6Ery,0.5725439622024208
W36961,-7.4633784,9.012364,14Mo,0.3964697970684209
W36962,-8.183354,8.135602,14Mo,0.3976415166624439
W36963,-7.520457,9.568637,15Mo,0.4421424553329971
W36964,-8.156442,6.877567,13Baso,0.47096604154322314
W36966,-7.66716,10.166019,15Mo,0.4379702260303033
W36967,9.130374,4.576933,1Ery,0.6197433707266651
W36969,-0.3671948,7.577974,8Mk,0.12307817596528715
W36970,-6.6568303,11.205953,15Mo,0.500949716040186
W36971,-7.2686296,8.519713,14Mo,0.36334516076733525
W36972,-4.810953,6.5511193,10GMP,0.15298194313354962
W36973,-4.1866736,6.70591,9GMP,0.10816584858690381
W36974,4.5984893,4.636793,4Ery,0.4556632697155632
W36975,-7.807185,9.486534,15Mo,0.451197691459691
W36976,0.8367808,4.07405,4Ery,0.3840034748921354
W36977,-4.48499,2.5357015,11DC,0.48575712732921555
W36978,8.797628,6.493694,2Ery,0.6081277619043443
W36979,-6.6131625,8.006395,14Mo,0.2967498469371549
W36980,-4.179651,8.2566185,14Mo,0.20385248128436065
W36981,-0.37459671,7.4898047,8Mk,0.1165022129326741
W36982,-6.943388,7.8869133,13Baso,0.24139802901320034
W36983,4.2875557,4.443317,6Ery,0.3829032481084534
W36984,-5.6261654,6.7538533,13Baso,0.22872794873116825
W36985,5.9885707,4.949278,4Ery,0.5873071989570664
W36987,-3.8062027,6.1001635,13Baso,0.16921743753512863
W36990,-6.231031,9.004506,15Mo,0.333860273931865
W36991,-5.046787,6.9429417,13Baso,0.19963408965988738
W36992,7.4973197,3.989646,4Ery,0.6147074732292598
W36993,7.6012216,6.9518557,2Ery,0.6016504454894154
W36994,-5.5109496,11.199746,16Neu,0.4293016899938865
W36995,7.045845,7.6513968,2Ery,0.5940106001712354
W36996,4.138176,5.6435256,5Ery,0.39115556843750815
W36997,8.164355,6.685472,2Ery,0.6057089463102612
W36998,3.7371387,5.2607584,5Ery,0.25016056669788084
W36999,-5.3681474,6.195048,10GMP,0.2041379499172801
W37000,-7.0114026,6.6544566,13Baso,0.31619834233025057
W37001,-4.0201964,7.4680853,13Baso,0.1788155090293525
W37003,-0.60253143,4.855122,8Mk,0.5480709171842459
W37004,-6.300107,11.266061,16Neu,0.4788751721155492
W37005,-5.79321,6.783258,13Baso,0.25106626170258634
W37006,-0.5889395,4.707505,7MEP,0.5801069959035093
W37008,7.0143943,5.4554396,4Ery,0.6030572494555921
W37009,-6.9880986,7.880734,13Baso,0.2898165591731739
W37010,0.19952232,4.4459844,6Ery,0.6788454413144875
W37011,6.354133,6.9898477,2Ery,0.5893795695796166
W37012,-2.6411312,6.8073254,14Mo,0.23887773792860847
W37013,-6.1979685,11.213185,16Neu,0.47560428142249056
W37014,7.7978654,6.278036,2Ery,0.6031453481709562
W37015,-3.9140484,7.8317614,13Baso,0.18452218317758837
W37016,-5.417725,9.770967,14Mo,0.31357026392630133
W37017,3.5055192,5.1259813,6Ery,0.2348487157454547
W37018,7.758587,7.523932,2Ery,0.5992459624521683
W37019,6.2226357,6.821067,2Ery,0.5685029743367672
W37020,7.2845635,7.457811,2Ery,0.5965982974561316
W37022,-0.8363372,6.941327,8Mk,0.14149756445064934
W37023,7.4681387,6.0034223,2Ery,0.6016968495752241
W37024,8.174262,4.3811293,4Ery,0.6146007233525727
W37025,-4.975415,8.44372,14Mo,0.2633547103119733
W37026,-1.6154197,5.6934385,17Neu,0.42584733700445554
W37027,3.1402547,5.3433213,5Ery,0.2341283268500038
W37028,-6.2727914,7.458873,13Baso,0.30534660962258997
W37029,-0.29989856,4.0952406,7MEP,0.5383294744181836
W37030,6.0470166,4.4702673,3Ery,0.587351132393939
W37031,6.716472,4.2246547,5Ery,0.6000010955553697
W37032,-6.6944947,6.8403606,13Baso,0.32052998766825685
W37034,-0.7829341,7.206635,8Mk,0.16631981704741702
W37035,0.23264387,4.345278,6Ery,0.4839210154559453
W37036,5.9038935,6.222398,5Ery,0.5631776040630341
W37037,4.337793,4.7687154,5Ery,0.28869106837805736
W37038,-4.9356318,2.3395631,11DC,0.48575712732921555
W37039,7.043603,5.977535,5Ery,0.5986534168924348
W37040,-4.3424335,9.513172,15Mo,0.22596770360549784
W37041,6.710581,6.3530593,2Ery,0.5855446194235301
W37042,7.4829993,6.5103526,2Ery,0.6018034610231812
W37043,-6.867619,10.199253,15Mo,0.4723162454524098
W37044,-5.791209,10.1043625,15Mo,0.38691925579232544
W37045,-7.615897,8.6241665,13Baso,0.33957538755862077
W37046,-6.8334146,8.646997,14Mo,0.34946813020666156
W37047,-6.435781,8.907104,14Mo,0.3326530261773482
W37048,-4.8690567,8.343133,14Mo,0.2638978289876849
W37049,4.250857,4.9528556,5Ery,0.4082397633821119
W37050,1.5661671,5.1773534,7MEP,0.2921184044697742
W37051,6.2420125,4.916616,3Ery,0.5812324931687471
W37052,7.220309,5.8630347,2Ery,0.6001632684421434
W37053,-0.041454066,5.0007367,7MEP,0.6215360047036141
W37054,7.7666388,7.4620705,1Ery,0.6004567701893606
W37055,-8.00729,8.303931,14Mo,0.37688613813337546
W37056,7.3092117,6.218591,2Ery,0.60070918755391
W37057,-6.6467853,9.499008,15Mo,0.3507830891751296
W37058,-8.380711,8.47306,13Baso,0.4540416655427892
W37059,6.466926,5.2082887,4Ery,0.5843018254694629
W37060,-8.922875,8.454506,13Baso,0.46055944118516146
W37061,3.330639,4.8272953,6Ery,0.20061715673952496
W37063,-3.7183344,6.546455,9GMP,0.09840345588706582
W37065,9.250404,4.0271726,3Ery,0.6253148455161717
W37066,3.7699785,5.0242653,6Ery,0.27596710212801256
W37067,8.297204,7.039023,1Ery,0.6024880989489392
W37068,6.886407,4.1134524,4Ery,0.6048469804572828
W37069,-7.3140087,7.3441744,13Baso,0.3478539283511413
W37070,-5.460291,5.9358344,9GMP,0.14059107250825748
W37072,-0.17038344,5.1011467,7MEP,0.48575712732921555
W37073,-5.716412,8.786999,14Mo,0.3118375668555796
W37074,-7.0172334,8.289898,13Baso,0.27925077287529915
W37075,-8.35103,7.5438113,13Baso,0.3881733999546176
W37076,-2.5166333,3.684438,19Lymph,0.48575712732921555
W37077,-3.362814,6.599012,10GMP,0.15444260335440194
W37078,-1.5541352,6.781972,9GMP,0.17398642952028087
W37079,3.9833963,5.40005,5Ery,0.33705442320498147
W37080,-6.2273755,11.451175,16Neu,0.48034824065110937
W37081,-6.110236,8.733565,14Mo,0.32368687246377625
W37082,-6.5190406,10.207891,15Mo,0.417296494092226
W37083,7.73145,5.994927,2Ery,0.5964874491184176
W37084,8.066209,4.741751,3Ery,0.6131521803922582
W37085,-5.483618,6.9301715,13Baso,0.2425825143257871
W37086,4.3505855,5.2141395,6Ery,0.39023507933848206
W37087,5.2180033,6.316096,4Ery,0.5153645507116402
W37088,8.339562,4.709255,3Ery,0.6140477829995432
W37089,-7.140652,11.171575,16Neu,0.5605170896152037
W37090,-1.5344718,7.4663815,9GMP,0.03344294579569414
W37091,-2.1941936,6.100334,9GMP,0.3438277298424788
W37092,-0.73606646,4.7939057,12Baso,0.48575712732921555
W37093,-0.786142,5.092659,7MEP,0.48575712732921555
W37094,-6.0914683,10.853625,16Neu,0.45390596798124977
W37095,2.8041565,4.637822,6Ery,0.19341579212468726
W37096,-6.019133,8.201425,13Baso,0.26228240022609056
W37097,-2.6576002,7.9036293,17Neu,0.20770624453714714
W37098,-5.9922967,9.089318,14Mo,0.30594290244012984
W37099,8.705177,5.336166,3Ery,0.6119893752686646
W37100,-7.1177235,11.576128,16Neu,0.6102566573075248
W37101,-6.2180324,7.151098,13Baso,0.2576257644300019
W37102,-6.79016,8.172062,14Mo,0.3446575959981281
W37103,9.499382,4.671831,3Ery,0.6204539065138422
W37104,-6.170737,8.485306,14Mo,0.29704432481064597
W37105,-6.629892,11.180174,16Neu,0.5181200803555281
W37106,8.237607,5.120218,2Ery,0.6096153545232506
W37107,-3.712752,8.928111,18Eos,0.17941846906541742
W37108,0.1635152,5.1134887,7MEP,0.6293001399760703
W37109,-0.3625311,4.556252,7MEP,0.6483740885306323
W37110,6.215488,5.0457964,5Ery,0.5768231595118223
W37111,-5.71645,9.445299,16Neu,0.3388473781747044
W37112,7.128195,6.501599,2Ery,0.5961453369519103
W37113,5.705553,6.037091,5Ery,0.5625552278558128
W37114,-6.297341,8.1369705,13Baso,0.3076227638655686
W37115,1.3404325,4.824792,6Ery,0.3268292075351656
W37116,-6.1481724,8.761596,14Mo,0.3303730845892671
W37117,-2.909558,7.9324803,12Baso,0.19474583232116166
W37118,-5.1664376,6.7555327,13Baso,0.20989272785064902
W37119,6.441609,4.882197,5Ery,0.5939311422097621
W37120,6.844587,5.3136444,2Ery,0.6002502652737004
W37121,8.308755,4.8409257,2Ery,0.6123892917411358
W37122,-7.552004,8.26223,14Mo,0.3636086339283447
W37123,-6.5267634,10.949099,16Neu,0.5024059062830719
W37124,-6.1591167,8.911671,14Mo,0.26866140049104326
W37125,9.176101,6.234772,1Ery,0.6101508441531942
W37126,-4.6480236,2.468634,11DC,0.48575712732921555
W37127,8.50774,6.1372037,1Ery,0.6069640834578501
W37128,-5.3646984,7.3576484,13Baso,0.22825799190601778
W37130,6.180583,5.344758,3Ery,0.5757981679299794
W37131,6.404047,5.6041512,5Ery,0.590567914772803
W37132,-6.488944,10.979863,16Neu,0.49072817409493685
