,umap_1,umap_2,paul15_clusters,11DC,19Lymph,7MEP,15Mo,3Ery
W31776,-2.805183,3.937418,19Lymph,0.0,1.0,0.0,0.0,0.0
W31777,7.578054,4.540724,3Ery,0.00013303224199558646,0.0005252505914018461,0.004962030005748882,0.0003487434210838347,0.9940304704927952
W31778,0.79611486,5.175137,6Ery,0.012978680967185078,0.05669690323721257,0.6566765439633907,0.03283033140723636,0.24081678911802565
W31779,1.5865537,5.4636908,6Ery,0.012887842686057612,0.04921901209886742,0.4983591843868307,0.036468248397654446,0.40306477109343153
W31780,7.6600814,5.9996796,2Ery,0.00017338205979810584,0.000697226155274077,0.0065673079883811405,0.0004405554301105541,0.9921208572490859
W31781,8.54903,6.0318675,2Ery,0.0001473130967247853,0.0005948422344655747,0.005594585525791205,0.000370617098525864,0.993292011027238
W31782,-5.43484,7.231903,13Baso,0.1392343022149747,0.04594696657674993,0.17396404073491017,0.5899728609658899,0.05088154324065245
W31783,4.646991,3.837954,3Ery,0.0017809688442801406,0.005510482142969507,0.053056058727490626,0.0061499527918805605,0.9335020790211656
W31785,-7.055949,11.175677,15Mo,0.040092074365561746,0.01669304684313121,0.06881217418919496,0.8558711690661835,0.01853127108035132
W31786,7.7352695,5.71977,2Ery,0.0001617131890164923,0.00064847812264315,0.006110711221668415,0.0004127774014111362,0.9926656939116891
W31787,-2.978406,7.4106336,10GMP,0.06468134103882058,0.08008268779167661,0.4335991711029999,0.3060847347253931,0.11555137010977778
W31788,3.0877948,5.515165,5Ery,0.006447872169980609,0.025522255764705497,0.2513678071325361,0.01762223011423749,0.699038943027455
W31789,-4.260433,7.793816,13Baso,0.1176811427572113,0.06264053078389256,0.2500003615185209,0.5058570258450178,0.0638204031596261
W31791,-2.7342114,6.028229,9GMP,0.06908625994591357,0.11693937817571383,0.5268510799918625,0.17857822984575475,0.10854397956475274
W31792,-3.504112,5.9241853,9GMP,0.061703357502454696,0.08911828765257845,0.44928223899476716,0.2290395819138039,0.17085548112241733
W31793,-2.4940119,6.9143534,12Baso,0.04777609508399661,0.09798052983350693,0.5194170198238539,0.21798288125872167,0.11684338573384065
W31794,-1.7911978,5.997951,17Neu,0.031441184941019315,0.12110454678306702,0.617355981478907,0.12441301898146122,0.10568534876684177
W31795,1.1653538,5.1950383,6Ery,0.012944034314002328,0.06183007226691523,0.5590355944957796,0.027198193748931523,0.33899118238162806
W31796,0.05860778,4.4457684,7MEP,0.020833446696205547,0.07329280132392844,0.7073147239467023,0.024561706678850173,0.17399653023416403
W31797,3.8680766,4.782166,6Ery,0.0036377329344548072,0.012345713863137887,0.11858792988392074,0.011580960313018914,0.8538470243644313
W31798,-6.7912245,7.4641166,14Mo,0.14221804752332468,0.03360951205345672,0.13081984720542778,0.6538911006223845,0.039461456881982125
W31799,-4.6549253,7.808684,14Mo,0.12696916928807112,0.05259472938085529,0.20117861559302516,0.563745900372304,0.0555112574787682
W31800,-2.6595736,3.6775491,19Lymph,0.0,1.0,0.0,0.0,0.0
W31801,-6.346606,7.2794275,13Baso,0.152550226429457,0.03768877765895347,0.14475979400695602,0.6220182454746391,0.04298293537576098
W31802,-4.724703,7.3590693,13Baso,0.13518884552803234,0.06106180690956701,0.2261946862350413,0.5127129360761463,0.0648412661236964
W31803,6.0820956,6.3926406,2Ery,0.00031207556971806405,0.0012579773685116842,0.011892642884550903,0.0007953518283125742,0.9857412467953043
W31804,-3.9976656,7.1751842,13Baso,0.09272172315953964,0.236008116112528,0.2635181784505219,0.32691638508885346,0.08083500442560074
W31805,-0.81023496,4.6800485,7MEP,0.0,0.0,1.0,0.0,0.0
W31806,5.8381467,4.7043214,3Ery,0.0004326518630975716,0.001600244701550701,0.015188650574533105,0.001249331678316701,0.9815285289743592
W31807,-3.4859717,7.3243065,13Baso,0.08435185403109562,0.09144294394411875,0.3822942879953644,0.3497048125632881,0.09220525791466513
W31808,-6.9561605,9.949465,15Mo,0.04986707788369348,0.023850818026458616,0.10608864501477107,0.7910339043537657,0.029159446712130728
W31809,-3.685026,7.4809318,13Baso,0.08438970326430485,0.1407270367453276,0.3943541718058918,0.29354660935756716,0.08698153221123366
W31810,-4.5825496,2.5496888,11DC,1.0,0.0,0.0,0.0,0.0
W31811,-1.9443691,6.5917263,17Neu,0.03262331705419653,0.10997314701249629,0.6085566120079134,0.14221530042075087,0.1066319234427489
W31812,-6.534882,8.4126425,13Baso,0.1121598649375395,0.03867138118993457,0.16324146332290582,0.6353144609069288,0.05061275001463592
W31813,-4.692785,8.230206,14Mo,0.12723662036858147,0.05107194335507942,0.19383239309608138,0.5761463435001435,0.051712227029036224
W31814,5.864424,6.75637,2Ery,0.00046314964010192713,0.0018992742187998219,0.017962949212118533,0.0011549632751872724,0.978518913862937
W31815,-4.58307,2.3665867,11DC,1.0,0.0,0.0,0.0,0.0
W31816,-5.055176,6.9210396,13Baso,0.10071657627477743,0.05430155505714212,0.23197670637403545,0.5341458091512615,0.07885894706546305
W31817,-5.088987,7.9614677,13Baso,0.13560544343526107,0.04971513439468351,0.18791393120127906,0.5752260528516006,0.051539135868960674
W31818,6.773855,6.882511,2Ery,0.00025047169292972846,0.0010198122081632286,0.0095975949557369,0.0006242528964866246,0.9885071335329652
W31819,7.4155555,7.4064364,2Ery,0.000232129885999219,0.0009575901056757977,0.008945729041438154,0.0005590670121947697,0.9893047017962745
W31820,-5.525427,10.996764,16Neu,0.055813950933650415,0.025418951030280166,0.10518892756379503,0.785827757511696,0.02774993047390834
W31821,-4.603782,8.59832,14Mo,0.11388267981573387,0.059570949717103285,0.23422886642244312,0.5323449625444621,0.05997197404512806
W31822,-2.64253,6.4790497,10GMP,0.06593591939947485,0.10599268381287041,0.5275975686497643,0.1916943277958161,0.10877840551322536
W31823,-6.018759,10.639489,16Neu,0.055290000714237494,0.024176168733317446,0.10029135841918313,0.7935711249375917,0.026670984186909566
W31824,-7.0379395,7.5461287,13Baso,0.1526468418454553,0.033041741632300434,0.12859159071494441,0.6466830477316322,0.03903671627445324
W31825,-4.931588,6.6303687,10GMP,0.13206857984518036,0.0853651876837767,0.20545073140383982,0.5130661853848697,0.06404895313527452
W31826,-6.40166,10.558847,16Neu,0.05616119650843381,0.022151585283718436,0.09102068146411446,0.8058386406328185,0.02482750744341626
W31827,4.613669,6.5132384,2Ery,0.002078968678762721,0.008627336656512743,0.08317897503795166,0.005238969554178782,0.9008749914208339
W31828,-5.3787675,8.248829,14Mo,0.13411740032049518,0.04227021261219463,0.1623361076499145,0.6148401692034302,0.04643579130092892
W31829,-1.1687673,5.1007366,12Baso,0.021071965145391315,0.15465037146728638,0.6661143863888307,0.05235423381918431,0.10580858336000129
W31830,-2.6158621,5.514643,9GMP,0.09415990943769155,0.12936602691607155,0.5428401743604535,0.1263892353315936,0.10724380714660715
W31831,7.4335694,5.809954,2Ery,0.00017612342982835193,0.0007048267363046235,0.006649344605045782,0.00045186807324197397,0.992017215101328
W31832,8.305498,5.023232,2Ery,0.00011668836803704849,0.00046562201601774394,0.004389188897719625,0.0003000919844545851,0.9947279384670781
W31834,6.447596,6.895919,2Ery,0.00032849949600775917,0.0013553233524393482,0.012711559028234898,0.0007954131649918133,0.9848084447369618
W31835,3.8694484,6.059597,6Ery,0.0033726244309318612,0.013961313043080414,0.13551692904062365,0.008584900404455273,0.8385634863005815
W31836,-6.598828,6.450784,13Baso,0.15962223420091734,0.03958250890570638,0.15044768761175104,0.602753367881782,0.047594107842079146
W31837,-3.3467143,7.4326205,14Mo,0.0831370644557791,0.09272324005384644,0.40516516620474835,0.3262865013336934,0.09268716100048008
W31838,7.032901,6.418425,2Ery,0.00021089424899601406,0.0008481579230628697,0.007997375982042811,0.0005364443117218398,0.9904064166440686
W31839,6.1817923,5.393824,5Ery,0.0002704713097996378,0.0010476102971819054,0.009966639427917541,0.0007358832410119577,0.9879788093560737
W31840,-7.3021016,10.937119,16Neu,0.033213960182593594,0.013116291091331077,0.05398553886833256,0.8849854903931219,0.014698544526438062
W31841,1.0673718,4.9896936,6Ery,0.011183097710031061,0.05677682740371601,0.6145332369765661,0.022502556707688488,0.29500343247626676
W31842,-3.247095,7.290405,13Baso,0.0786154849009722,0.09566110601995283,0.42417215938546105,0.3051247277596879,0.09642556945469642
W31845,-5.1444197,7.6167674,14Mo,0.1378292211873527,0.04733717464317774,0.1747162762413131,0.5904055692859221,0.0497114502558813
W31846,4.3779387,5.5489454,5Ery,0.0031798133378317553,0.01226877710985873,0.11836854886134501,0.009019512240761316,0.8571625435566597
W31847,5.588774,6.476174,5Ery,0.0009297186767501409,0.0039019203430368673,0.03679652715640539,0.0022827061906505477,0.9560883952867177
W31849,7.886807,6.8382273,2Ery,0.00018821908130931876,0.0007650617024549519,0.007184420682934365,0.00046788425848562695,0.9913936737045024
W31850,5.7782083,4.930165,4Ery,0.000495276081445024,0.0018076843913199608,0.017267740195003108,0.001455969638982442,0.978972763466165
W31851,7.1926937,7.1159782,2Ery,0.00022269492909639897,0.0009095718015499689,0.008538601257500706,0.0005491853404101867,0.9897791759434676
W31854,-2.9102652,6.687928,10GMP,0.07101380197031963,0.10569424598219809,0.4959799551610336,0.21986744151306367,0.10744358861804663
W31855,5.8840604,5.627713,5Ery,0.0005593510201876631,0.0022246422643092323,0.02131275510945941,0.0015067470160471323,0.974395921593668
W31856,-4.4779882,7.7953157,13Baso,0.10484725885544018,0.0606594773105196,0.2361513039851863,0.5327488818958196,0.06559259114169003
W31857,-5.4715714,7.662709,13Baso,0.12258800748288323,0.04348141015198709,0.1693690114709545,0.6141499242954236,0.05041151843674992
W31858,7.029447,6.4201593,2Ery,0.00021139603950794168,0.000851052193405737,0.008028259922610356,0.0005374556911973704,0.9903711606169803
W31859,-0.07898658,5.420951,12Baso,0.018342592074518688,0.0644348260878695,0.7287457472368291,0.04420002285248833,0.14427606325035341
W31860,-3.0531735,7.8016768,12Baso,0.05539615816018345,0.08791951994476706,0.457285821471309,0.29773073688124796,0.10166779608748089
W31861,-5.2648087,9.873474,15Mo,0.0812698461224852,0.04242101259788357,0.1739613630280906,0.6573892728294896,0.044958082861717104
W31864,-6.548299,7.8064027,13Baso,0.12808537643503395,0.03423312366001645,0.13396008537166007,0.6632113331125875,0.04050998689457705
W31865,-6.5789347,6.9871764,13Baso,0.15566996348546386,0.03690920722619197,0.1412297583199106,0.6236156736829064,0.04257539363529903
W31866,-4.339179,8.153519,13Baso,0.1529013528574,0.05900119285842572,0.22776605190478894,0.5020867024328984,0.05824420352401772
W31868,-4.913073,7.624414,13Baso,0.12347517803940206,0.05163181265697046,0.20067751731617356,0.5670403624832182,0.057174752443118274
W31870,-4.395021,6.0497184,10GMP,0.0917950900079809,0.0794040945256446,0.3016240404587885,0.4114927848832556,0.11568315502657606
W31871,-5.173218,10.079034,14Mo,0.07174735824677139,0.03581108295775702,0.1466384946826398,0.707488193803206,0.038314397698733474
W31872,-7.0246887,7.595495,13Baso,0.1443269125728309,0.03234584061982702,0.12588020684168733,0.6590323381323325,0.03841471351501316
W36865,-0.31704587,4.4220834,7MEP,0.0,0.0,1.0,0.0,0.0
W36866,-5.195735,8.161657,13Baso,0.11617990374442683,0.050922946824333286,0.1983865108508245,0.5812723527740618,0.05323785443240587
W36867,-0.7401379,5.3482847,9GMP,0.014196620028485887,0.06668321149972697,0.7824369561880974,0.026753752169506633,0.10992877369434537
W36868,-7.176763,7.906358,14Mo,0.14083582350357587,0.032011250978298274,0.12630687573345278,0.6619798410108599,0.03886607591858253
W36869,9.404691,5.2576723,1Ery,0.00011616839518398818,0.0004671943678830475,0.004397970826600669,0.00029439457013516923,0.9947237638756842
W36871,7.391104,2.8443432,3Ery,5.2399663168506645e-05,0.00017443689541967947,0.001647628482684269,0.00017168812753457454,0.9979537233879939
W36873,-8.320103,6.92088,13Baso,0.22265532193442794,0.025572030471707526,0.10031793065539907,0.6200642552437425,0.031390667326228354
W36874,-5.19797,8.034777,13Baso,0.15782290587691417,0.052500906068955695,0.18858357581406773,0.549574720082041,0.05151748894901147
W36875,-7.864139,11.213233,15Mo,0.0,0.0,0.0,1.0,0.0
W36876,5.706852,6.885144,2Ery,0.0008555947087052063,0.0036641789381654157,0.03391772694798316,0.0018397708591111968,0.9597219911527418
W36877,-7.8474317,8.382696,13Baso,0.0923690588463083,0.029379052440480134,0.12477087713771882,0.7068738927500361,0.046607200404758145
W36878,7.4225535,4.0758686,5Ery,0.00013557031020711708,0.0005218737607666764,0.004940519630522688,0.00036914943240634254,0.9940324867284736
W36879,-7.393911,8.754498,14Mo,0.13087856725851443,0.02825983909102617,0.11203192233191794,0.695642672277662,0.03318684099326774
W36881,8.9253025,4.8392706,3Ery,0.00012196835764167185,0.00048576261981618567,0.004580440062600669,0.0003145894188266277,0.9944967618885113
W36882,2.8957505,5.266265,6Ery,0.008766152024912908,0.03209232240823,0.3158596438225239,0.025873968719912318,0.6174069949538199
W36883,8.315766,4.777311,2Ery,0.00013329934022216465,0.000529045373123099,0.00499160495150585,0.00034595030210195254,0.9939996087217589
W36884,-2.6110373,3.7573547,19Lymph,0.0,1.0,0.0,0.0,0.0
W36885,-6.9132004,9.651104,15Mo,0.08147232812159973,0.02529358393622243,0.10295201202140919,0.7604974640447716,0.02978442676013073
W36886,-2.8434968,7.1242733,12Baso,0.04820871901780196,0.08764945867138076,0.4945078987140252,0.24265750771121394,0.12697644414843365
W36887,-0.9877909,5.3472786,7MEP,0.0,0.0,1.0,0.0,0.0
W36889,9.38075,5.819462,2Ery,0.00012509308485830008,0.0005042053510068052,0.004744464271950701,0.0003156854906825351,0.9943100042541977
W36890,-0.37281448,6.6847177,8Mk,0.03133202796036391,0.0690192244690341,0.5690991692140042,0.11415047860663599,0.21639696926617233
W36891,-7.8952913,8.035354,14Mo,0.1497706934385898,0.02859345688319341,0.11321431530242866,0.6731903936833297,0.03523117284599507
W36892,-8.167539,7.974372,14Mo,0.1574373081533738,0.026980627150992004,0.1067937448763497,0.6753565638743042,0.03343186757995766
W36893,-0.9653443,6.823562,8Mk,0.037423832676785646,0.0725506007362792,0.5325479292684789,0.13714873943914493,0.22032691840847524
W36894,5.0746126,4.0054765,5Ery,0.0014165153376082067,0.004472966419103238,0.0428909671665758,0.004790336014036465,0.9464286214723346
W36895,-4.8704963,9.172216,14Mo,0.09681493418998308,0.04934258625867131,0.20355290118063402,0.5955885611698448,0.0547005843605545
W36897,8.787072,6.018376,2Ery,0.0001504392925738771,0.0006073942078320443,0.005716581894943254,0.0003788414915472062,0.9931461342472577
W36898,7.006013,3.2169776,3Ery,0.00013446237047055312,0.0004601460390971738,0.004355256185769431,0.00042394010391826693,0.9946258705329044
W36899,-2.1975167,6.7890277,9GMP,0.06750457829373088,0.07119295135001563,0.38969719088790344,0.29711180633177287,0.17449206485246813
W36900,5.517488,5.195312,5Ery,0.0006073681792781835,0.0023819228332516706,0.022906082404952077,0.0016411605843182646,0.972462863865772
W36901,7.33391,5.0240088,3Ery,0.00017899285357404738,0.0007112139383107148,0.006720988970329737,0.0004651558716869726,0.9919230954836737
W36902,5.870107,4.1165752,5Ery,0.000402804324671418,0.0014561770709260809,0.013981592786992342,0.001201710442236738,0.9829572067436174
W36903,-7.3100553,7.985184,14Mo,0.15294064603853988,0.03153125377761494,0.12417000943456212,0.6533977849851901,0.03796023373917236
W36905,8.81154,4.712893,2Ery,0.00011634485095265367,0.000461356249624194,0.004350928778044313,0.0003020133631112422,0.9947689150458109
W36906,8.905146,5.1549773,2Ery,0.00012688653698084194,0.0005074264521675614,0.0047820253686463995,0.00032493246776896175,0.9942582303978886
W36907,-5.6137013,9.397087,14Mo,0.0927561204237557,0.04091687233753986,0.1687441721780967,0.6515026407786023,0.0460797584443479
W36908,-5.8091903,11.09127,16Neu,0.05569518610637192,0.023499478503260337,0.09694595770768907,0.7978501310910119,0.02600875722808548
W36909,-0.8159236,5.4860477,9GMP,0.012066200196876797,0.05022134208122427,0.814891182786333,0.02858700401914141,0.09423365761462613
W36910,-7.370163,11.347171,16Neu,0.021691169040570817,0.008508475552659461,0.03488565177066688,0.9253924588266508,0.00952215132709559
W36911,-8.086336,11.006884,15Mo,0.0,0.0,0.0,1.0,0.0
W36912,-5.1691008,5.8855104,10GMP,0.10515925080579763,0.0706501043472329,0.2612573555877532,0.46521143122701925,0.09772120930868361
W36913,7.980389,4.729596,3Ery,0.00014627627905879512,0.0005763914468765022,0.005442735225214594,0.00038405865429047667,0.9934500416995842
W36914,-6.6416593,7.7652054,14Mo,0.13830986099473996,0.0363087249886079,0.14150275337095608,0.6415852499755099,0.0422931515961508
W36915,-0.044877153,7.182089,8Mk,0.031067855195376574,0.05612056442694951,0.40958957192983897,0.1344699772225669,0.3687501814977212
W36916,-4.7556314,9.289474,14Mo,0.0996818571478767,0.047523312135223615,0.19289971999643543,0.6081903518201446,0.05170417457407768
W36917,-6.120902,9.30128,15Mo,0.11465406038685591,0.03367779366663741,0.13347231109166452,0.680671925306511,0.037523479514605766
W36918,-5.086449,10.704952,16Neu,0.06604310003179044,0.033942181911155056,0.14421084500479367,0.718927486327921,0.03687579417684022
W36919,5.433187,5.258136,5Ery,0.0006325760062982258,0.0025180648849188756,0.02394500031878423,0.0016470225979743304,0.9712567144103866
W36920,-6.953974,8.745698,14Mo,0.11598431688824698,0.032771465634091446,0.13281857939720546,0.6777879339008375,0.04063758865566099
W36921,-4.956312,10.302744,16Neu,0.0712106294214993,0.04332685648830898,0.16529039444544977,0.6794494623051691,0.04072202915759754
W36922,4.303886,5.501183,4Ery,0.0022356618049029255,0.008838480736182645,0.08670030565352296,0.006152892749364107,0.8960719797343506
W36923,8.77515,5.4720373,2Ery,0.00013802097410923046,0.0005540118459395658,0.005218299413811334,0.0003511485260623583,0.993737980533826
W36924,-6.945785,7.174351,13Baso,0.2486541583512117,0.03226247853705487,0.1230495457409171,0.5590803794635195,0.03695334177310263
W36925,-7.9878287,7.5357075,14Mo,0.18569213001090085,0.027692370522415445,0.10873932248366117,0.6444367219244691,0.033439514948470445
W36926,-5.9269524,7.69292,13Baso,0.12737493817676943,0.04040592206916336,0.1605308163083536,0.6205081625173482,0.05117991045654275
W36927,3.8365202,4.833439,5Ery,0.003956399992964943,0.0142586937887418,0.13962383353301447,0.012055434098308605,0.8301048625400559
W36928,-5.727532,6.8303223,13Baso,0.0993138588378637,0.05181530589290079,0.23858268874985541,0.5252042541342236,0.08508359074493374
W36929,-0.39220738,5.0608,7MEP,0.010409545562300872,0.08416339536683885,0.7865865553060507,0.022248727207379318,0.09659122721094161
W36930,-6.366048,11.090063,15Mo,0.05268291673568551,0.021540387671049575,0.08854058935810245,0.8132874373795185,0.023948262887056225
W36931,2.300768,5.310045,6Ery,0.00945246557593246,0.03941259209107826,0.39272543715289887,0.02486648971049438,0.53354209284539
W36932,-6.429794,11.131744,16Neu,0.04723405580192795,0.018790160315138037,0.0767035175663832,0.836484037687956,0.02078792628802368
W36933,-7.623962,9.965474,15Mo,0.04669177402321532,0.014974983035454713,0.06207314365048951,0.857994859622222,0.018265178377344548
W36934,-2.3246913,7.3716726,12Baso,0.04079312897131102,0.10024574200737242,0.5552746797448148,0.18264942703390594,0.12103702901637745
W36935,2.4584675,5.3338265,6Ery,0.009319387237620337,0.04032186146541772,0.4170801485302286,0.02327771907520064,0.5099999999783985
W36936,-7.1500025,7.5864906,13Baso,1.0,0.0,0.0,0.0,0.0
W36939,-6.177312,9.789951,14Mo,0.07734495897411717,0.030162679402136,0.12459424487574038,0.7330408458391864,0.03485695515724695
W36940,-5.8403077,10.566894,16Neu,0.05892956265558448,0.024288760084645252,0.09975699872192755,0.7901852925612274,0.026838911157095517
W36941,-6.8050084,8.10211,14Mo,0.13708865696205683,0.034792452653838846,0.13656968449190443,0.6505249087863236,0.04102405850137991
W36942,-5.8179665,8.721752,14Mo,0.13164786833858463,0.0368142697216895,0.144600218928413,0.6454043064218261,0.041532922325070214
W36943,7.12121,6.7381763,2Ery,0.00022269600749279597,0.0009063174585790198,0.008530699505321176,0.0005552383258952493,0.9897843416091747
W36944,1.9953607,4.9145846,6Ery,0.010364501173681758,0.048318031807025937,0.5072290711641788,0.026262039337690574,0.40782543813978184
W36945,0.31450805,4.081595,6Ery,0.0109344590291721,0.06232367996661332,0.7464425368506334,0.01775396752719558,0.16254464349347247
W36946,-6.240652,6.6120243,13Baso,0.13125128616262435,0.0418903387391105,0.16304461341152676,0.6110989627048375,0.05271454939587299
W36947,-5.8073072,9.045976,14Mo,0.11595548829408668,0.03703407523603215,0.14937491561222122,0.6552699870095217,0.042365165339780145
W36948,-7.0403857,10.8234005,16Neu,0.045884521302440424,0.017347961991615063,0.07141696967449526,0.8455549803830921,0.019795282144398796
W36949,8.247567,4.755536,2Ery,0.000110407689504777,0.0004387608737988035,0.004137870100899898,0.0002857100222275685,0.995026827883234
W36950,8.8360815,6.4228687,2Ery,0.00015588268344460216,0.0006324947018722768,0.005939310013876936,0.0003873386618805387,0.9928843320762574
W36951,6.5787597,5.235752,5Ery,0.0002544132288958992,0.000982448840730869,0.009331452231331194,0.0006928369643149715,0.988738251281972
W36952,7.030838,5.523618,2Ery,0.00023258180647927042,0.0009235629850081582,0.008742421164133955,0.0006070461660715625,0.989493801865103
W36953,4.553587,5.1149383,5Ery,0.0018692236886165526,0.006592554388182355,0.06331450478178491,0.005718610764883041,0.9225045191004885
W36954,8.384013,6.8092337,1Ery,0.00016421544187756283,0.0006662220796429094,0.006259457365087384,0.00040925332884811746,0.9925001556824329
W36955,-6.069114,6.4995127,13Baso,0.14006384364134505,0.05183147685179418,0.1916548656534128,0.557227423098843,0.05922197865573701
W36956,-5.372794,8.391281,14Mo,0.12471211100446469,0.04313502035762721,0.16967764367632956,0.6141082067789796,0.04836663319687107
W36957,-6.4069524,8.84173,14Mo,0.12589156508066818,0.03481765020691457,0.1375178694035748,0.6618892688694382,0.039883355086973875
W36958,-6.8209796,11.458506,16Neu,0.04011885550722635,0.016876282189501605,0.06950506123767969,0.8548260944840766,0.01867345979627017
W36959,8.180371,7.0086083,1Ery,0.0001714712640097862,0.0006964208926376328,0.006542815659573621,0.00042672641798957226,0.9921618445384994
W36960,6.1420226,3.9317603,6Ery,0.0004777303299270987,0.001497373731999479,0.014100687693085536,0.0016080221623524062,0.9823156747743653
W36961,-7.4633784,9.012364,14Mo,0.1031774755712434,0.026024956752211448,0.10507865373397453,0.7333701372820945,0.032348792029368974
W36962,-8.183354,8.135602,14Mo,0.1258532597492223,0.025603693758727907,0.10182588467448529,0.714914537156811,0.03180273734437042
W36963,-7.520457,9.568637,15Mo,0.06536351488940087,0.02204283271633506,0.09436948797596416,0.7892916840517489,0.02893244329297113
W36964,-8.156442,6.877567,13Baso,0.29221032753897974,0.023940976015874235,0.09367690439546852,0.5610064780182455,0.02916553555861414
W36966,-7.66716,10.166019,15Mo,0.03600067457287683,0.02322111199973675,0.11315760113137319,0.7966886663985239,0.030931883476927775
W36967,9.130374,4.576933,1Ery,8.539873262453025e-05,0.000341773301882853,0.0032195254457435146,0.0002183194085948013,0.9961346177398015
W36969,-0.3671948,7.577974,8Mk,0.03755258534120701,0.06521530743605115,0.4782230765343631,0.16084570112797403,0.25816072002337925
W36970,-6.6568303,11.205953,15Mo,0.04535898275205945,0.019749951648006737,0.0815618988225863,0.8315585172554074,0.02177036055660824
W36971,-7.2686296,8.519713,14Mo,0.14567080369077579,0.030041594434027055,0.11861801906730862,0.66981480575401,0.035854664347574915
W36972,-4.810953,6.5511193,10GMP,0.09646864771741691,0.0623562223594202,0.26778404340967266,0.4811567299016821,0.09223388792205946
W36973,-4.1866736,6.70591,9GMP,0.0811406009243767,0.06655036570947714,0.3067243480897349,0.4215604855974222,0.12402374634229832
W36974,4.5984893,4.636793,4Ery,0.0016787930576166615,0.005924314297318001,0.05722958571960681,0.005160471388187863,0.9300062207042324
W36975,-7.807185,9.486534,15Mo,0.07871123027218781,0.021292474600498903,0.08725146682123516,0.7861966025854986,0.0265482273042128
W36976,0.8367808,4.07405,4Ery,0.02956863446359512,0.0743882308590679,0.6266327191304394,0.022221061264541195,0.24718851453086513
W36977,-4.48499,2.5357015,11DC,1.0,0.0,0.0,0.0,0.0
W36978,8.797628,6.493694,2Ery,0.00015205246676198346,0.0006152132178825822,0.005784695920079857,0.000381054711887389,0.9930663358558063
W36979,-6.6131625,8.006395,14Mo,0.1230528341779932,0.0384567172470217,0.15412753308185934,0.6367898300962158,0.04757282178019858
W36980,-4.179651,8.2566185,14Mo,0.1087770602416827,0.06180527194023646,0.25045935628910787,0.5148304799597959,0.06412723640569816
W36981,-0.37459671,7.4898047,8Mk,0.0368202105079749,0.06367915756927164,0.47236682640431277,0.15861311048873167,0.26851823327564567
W36982,-6.943388,7.8869133,13Baso,0.10457088423611065,0.040247136664954886,0.1801044911724313,0.6096981157368945,0.0653793037861663
W36983,4.2875557,4.443317,6Ery,0.0027283293777688347,0.009696496117787104,0.09508867132944185,0.008442540444120475,0.8840431816098206
W36984,-5.6261654,6.7538533,13Baso,0.12717154970282407,0.054570539365920455,0.2060155866560315,0.5513959089323913,0.060845936969184396
W36985,5.9885707,4.949278,4Ery,0.00029531856600208795,0.0011462874708199782,0.010912769654271588,0.0008022477623004997,0.9868427987231456
W36987,-3.8062027,6.1001635,13Baso,0.089021405105574,0.11447329600235376,0.3691240087560804,0.32891444000780923,0.09846590471114236
W36990,-6.231031,9.004506,15Mo,0.124409352429649,0.03446522673388125,0.13680052036235055,0.6650865238563042,0.0392379514475894
W36991,-5.046787,6.9429417,13Baso,0.1173374978373516,0.059574920318605694,0.22539548407813237,0.5265942852808585,0.07109730788497733
W36992,7.4973197,3.989646,4Ery,0.00011525700421881163,0.00045107689069687066,0.0042650860411928065,0.0003064552376829055,0.9948617173590694
W36993,7.6012216,6.9518557,2Ery,0.00019203621371214128,0.0007810315984529444,0.00734096295713438,0.0004773248120678584,0.9912079345250074
W36994,-5.5109496,11.199746,16Neu,0.05750819367209124,0.025845874952873327,0.10690200095537362,0.7815222703952392,0.028221178743296275
W36995,7.045845,7.6513968,2Ery,0.00024079520513083764,0.0009897943732672674,0.009291851614665102,0.0005881369331962982,0.9888886764007087
W36996,4.138176,5.6435256,5Ery,0.00247312926747847,0.009622838490782234,0.09312698903953477,0.0069235281574750954,0.887852850863741
W36997,8.164355,6.685472,2Ery,0.00016670018951916142,0.0006752025317376273,0.006354769025875201,0.0004179753134633031,0.9923847192399063
W36998,3.7371387,5.2607584,5Ery,0.005392206524911451,0.02229271321013316,0.22522134344616926,0.014558823057499247,0.7325340635717379
W36999,-5.3681474,6.195048,10GMP,0.1294873032197179,0.062253580579137324,0.22619016235175707,0.5131969859610174,0.06887143353905291
W37000,-7.0114026,6.6544566,13Baso,0.13935828854627635,0.036078148908985454,0.14039276831527792,0.6394233924693521,0.044747238929336276
W37001,-4.0201964,7.4680853,13Baso,0.11703365660383686,0.07821797669605948,0.2979798234647202,0.43115014498933135,0.0756176896548944
W37003,-0.60253143,4.855122,8Mk,0.018505691692385952,0.08298689036851536,0.7323349896634201,0.027844934865644846,0.13832665740521713
W37004,-6.300107,11.266061,16Neu,0.052089417627962355,0.02128972945554146,0.08725944360099755,0.8158224438987348,0.023538548492706635
W37005,-5.79321,6.783258,13Baso,0.13334022969075374,0.04938407276128216,0.18398965719353985,0.5766711300827467,0.056614599892758195
W37006,-0.5889395,4.707505,7MEP,0.01571233850055299,0.08789050799770307,0.7442159422033849,0.024825672197892338,0.12735485821734208
W37008,7.0143943,5.4554396,4Ery,0.00018499029745856212,0.0007369526623197327,0.006962186556140696,0.000478946049145304,0.9916363253890212
W37009,-6.9880986,7.880734,13Baso,0.11638063419968075,0.03715063418299271,0.15497899195539638,0.640454440906834,0.051035220658775755
